OTU	Size	Taxonomy	Taxon	Taxon Level	Trophic Mode	Guild	Growth Morphology	Trait	Confidence Ranking	Confidence2	Notes	Citation/Source
Otu165	10	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporales_fam_Incertae_sedis;g__Lentithecium;s__Lentithecium_arundinaceum;	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Unassigned	NULL	
Otu170	10	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Setophaeosphaeria;s__Setophaeosphaeria_badalingensis;	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Unassigned	NULL	
Otu158	9	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Dothideaceae;g__Endoconidioma;s__Endoconidioma_populi;	Endoconidioma	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:1256688"
Otu168	9	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Magnaporthales;f__Magnaporthaceae;g__Gaeumannomyces;s__Gaeumannomyces_caricis;	Gaeumannomyces	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:1256688"
Otu207	9	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Parasola;unclassified;	Parasola	13	Saprotroph	Undefined Saprotroph	Agaricoid	NULL	Probable	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:1256688"
Otu156	9	k__Fungi;p__Basidiomycota;c__Microbotryomycetes;unclassified;unclassified;unclassified;unclassified;	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Unassigned	NULL	
Otu171	9	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Cystofilobasidiales;f__Cystofilobasidiaceae;g__Mrakia;s__Mrakia_frigida;	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Unassigned	NULL	
Otu161	8	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Massarinaceae;g__Saccharicola;s__Saccharicola_bicolor;	Saccharicola	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:1256688"
Otu164	8	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Funneliformis;s__Funneliformis_mosseae;	Funneliformis	13	Symbiotroph	Arbuscular Mycorrhizal	NULL	NULL	Highly Probable	Highly Probable	NULL	"Redecker D, et al. 2013. Mycorrhiza 23:515-531"
Otu179	8	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Strophariaceae;g__Pholiota;unclassified;	Pholiota	13	Saprotroph	Undefined Saprotroph	Agaricoid	White Rot	Probable	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:1256688"
Otu180	8	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pyronemataceae;g__Scutellinia;s__Scutellinia_scutellata;	Scutellinia	13	Saprotroph	Undefined Saprotroph	Cup Fungus	NULL	Probable	Probable	Common name - eye lash cup	"Tedersoo L, et al. 2014. Science 346:1256688"
Otu181	8	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Coprinopsis;s__Coprinopsis_pachyderma;	Coprinopsis	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:1256688"
Otu182	8	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Tremellales_fam_Incertae_sedis;g__Bulleromyces;s__Bulleromyces_albus;	Tremellales	7	Pathotroph-Saprotroph-Symbiotroph	Mycoparasite-Undefined Saprotroph	Tremelloid-Yeast	NULL	Possible	Possible	"The order contains both teleomorphic and anamorphic species, most of the latter being yeasts"	"Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158"
Otu183	8	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariomycetidae_ord_Incertae_sedis;f__Glomerellaceae;g__Colletotrichum;s__Colletotrichum_graminicola;	Colletotrichum	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:1256688"
Otu195	8	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__Cistella;s__Cistella_sp;	Cistella	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:1256688"
Otu295	8	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae;g__Podospora;s__Podospora_intestinacea;	Podospora intestinacea	20	Saprotroph	Dung Saprotroph	NULL	NULL	Highly Probable	Highly Probable	NULL	"Bell A. 1983. Dung Fungi: An Illustrated Guide to Coprophilous Fungi in New Zealand. Victoria University Press, Wellington"
Otu186	8	k__Fungi;p__Ascomycota;c__Pezizomycotina_cls_Incertae_sedis;o__Pezizomycotina_ord_Incertae_sedis;f__Pezizomycotina_fam_Incertae_sedis;g__Wojnowicia;s__Wojnowicia_viburni;	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Unassigned	NULL	
Otu198	8	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporales_fam_Incertae_sedis;g__Paraphoma;s__Paraphoma_chrysanthemicola;	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Unassigned	NULL	
Otu173	7	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariomycetidae_ord_Incertae_sedis;f__Glomerellaceae;g__Colletotrichum;unclassified;	Colletotrichum	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:1256688"
Otu174	7	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Coprinellus;unclassified;	Coprinellus	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:1256688"
Otu175	7	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariomycetes_ord_Incertae_sedis;f__Sordariomycetes_fam_Incertae_sedis;g__Myrmecridium;s__Myrmecridium_schulzeri;	Myrmecridium	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:1256688"
Otu187	7	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Coprinopsis;unclassified;	Coprinopsis	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:1256688"
Otu190	7	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Filobasidiaceae;g__Filobasidium;s__Filobasidium_magnum;	Filobasidium	13	Saprotroph	Undefined Saprotroph	Facultative Yeast	NULL	Highly Probable	Highly Probable	NULL	"Kurtzman CP, et al. (eds.) 2011. The Yeasts, a Taxonomic Study. Fifth Edition. Vols 1-3. Elsevier, San Diego"
Otu194	7	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiaceae;g__Dimorphospora;s__Dimorphospora_sp;	Dimorphospora	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:1256688"
Otu204	7	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Ceratobasidiaceae;g__Ceratobasidium;unclassified;	Ceratobasidium	13	Symbiotroph	Ectomycorrhizal	Resupinate	NULL	Possible	Possible	NULL	"Tedersoo L, et al. 2014. Science 346:1256688"
Otu216	7	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae;g__Schizothecium;s__Schizothecium_miniglutinans;	Schizothecium	13	Saprotroph	Dung Saprotroph	NULL	NULL	Highly Probable	Highly Probable	NULL	"Bills GF, et al. 2013. Current Opinion in microbiology, 16:549-565; Tedersoo L, et al. 2014. Science 346:1256688"
Otu178	7	k__Fungi;p__Ascomycota;c__Pezizomycotina_cls_Incertae_sedis;o__Pezizomycotina_ord_Incertae_sedis;f__Pezizomycotina_fam_Incertae_sedis;g__Minimelanolocus;s__Minimelanolocus_sp;	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Unassigned	NULL	
Otu185	7	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Ceratobasidiaceae;unclassified;unclassified;	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Unassigned	NULL	
Otu248	7	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;unclassified;unclassified;	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Unassigned	NULL	
Otu188	6	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__unclassified_Glomeraceae;s__Glomeraceae_sp;	Glomeraceae	9	Symbiotroph	Arbuscular Mycorrhizal	NULL	NULL	Highly Probable	Highly Probable	NULL	"Redecker D, et al. 2013. Mycorrhiza 23:515-531"
Otu200	6	k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Sporidiobolales_fam_Incertae_sedis;g__Sporobolomyces;s__Sporobolomyces_ruberrimus;	Sporobolomyces	13	Pathotroph	Mycoparasite	Facultative Yeast	NULL	Probable	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:1256688; Nagy GL, et al. 2014. Nature Communications 5:4471"
Otu201	6	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Coprinopsis;s__Coprinopsis_sp;	Coprinopsis	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:1256688"
Otu202	6	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Massarinaceae;g__Keissleriella;unclassified;	Keissleriella	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:1256688"
Otu208	6	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Tremellales_fam_Incertae_sedis;g__Dioszegia;unclassified;	Dioszegia	13	Saprotroph	Undefined Saprotroph	Yeast	NULL	Probable	Probable	The Dioszegia subclade sensu Inacio (Inacio et al. 20015) is characterized by orange-yellow or orange to deep orange colonies. Isolated from plant leaves and soil.	"Takashima M, et al. 2011 International Journal of Systematic and Evolutionary Microbiology 61:1736-1739"
Otu210	6	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Tremellales_fam_Incertae_sedis;g__Cryptococcus;s__Cryptococcus_terricola;	Cryptococcus	13	Pathotroph-Saprotroph	Animal Pathogen-Saprotroph	Yeast	NULL	Highly Probable	Highly Probable	NULL	"Kurtzman CP, et al. (eds.) 2011. The Yeasts, a Taxonomic Study. Fifth Edition. Vols 1-3. Elsevier, San Diego"
Otu217	6	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Volutella;s__Volutella_ciliata;	Volutella	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:1256688"
Otu189	6	k__Fungi;p__Chytridiomycota;c__Chytridiomycetes;o__Rhizophydiales;f__Alphamycetaceae;g__Betamyces;unclassified;	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Unassigned	NULL	
Otu199	6	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales;unclassified;unclassified;unclassified;	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Unassigned	NULL	
Otu218	6	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariomycetidae_ord_Incertae_sedis;f__Apiosporaceae;unclassified;unclassified;	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Unassigned	NULL	
Otu191	5	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Thelebolales;f__Thelebolaceae;g__Pezizella;s__Pezizella_sp;	Pezizella	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:1256688"
Otu193	5	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Dominikia;s__Dominikia_difficilevidera;	Glomeraceae	9	Symbiotroph	Arbuscular Mycorrhizal	NULL	NULL	Highly Probable	Highly Probable	NULL	"Redecker D, et al. 2013. Mycorrhiza 23:515-531"
Otu196	5	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiaceae;g__Neobulgaria;unclassified;	Neobulgaria	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:1256688"
Otu197	5	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideomycetes_ord_Incertae_sedis;f__Dothideomycetes_fam_Incertae_sedis;g__Minutisphaera;unclassified;	Minutisphaera	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:1256688"
Otu203	5	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomus;s__Glomus_macrocarpum;	Glomeraceae	9	Symbiotroph	Arbuscular Mycorrhizal	NULL	NULL	Highly Probable	Highly Probable	NULL	"Redecker D, et al. 2013. Mycorrhiza 23:515-531"
Otu212	5	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreales_fam_Incertae_sedis;g__Acremonium;s__Acremonium_alternatum;	Acremonium alternatum	20	Saprotroph	Wood Saprotroph	NULL	Soft Rot	Highly Probable	Highly Probable	NULL	"Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany"
Otu213	5	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Tremellales_fam_Incertae_sedis;g__Cryptococcus;s__Cryptococcus_amylolyticus;	Cryptococcus	13	Pathotroph-Saprotroph	Animal Pathogen-Saprotroph	Yeast	NULL	Highly Probable	Highly Probable	NULL	"Kurtzman CP, et al. (eds.) 2011. The Yeasts, a Taxonomic Study. Fifth Edition. Vols 1-3. Elsevier, San Diego"
Otu221	5	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Tremellales_fam_Incertae_sedis;g__Cryptococcus;s__Cryptococcus_wieringae;	Cryptococcus	13	Pathotroph-Saprotroph	Animal Pathogen-Saprotroph	Yeast	NULL	Highly Probable	Highly Probable	NULL	"Kurtzman CP, et al. (eds.) 2011. The Yeasts, a Taxonomic Study. Fifth Edition. Vols 1-3. Elsevier, San Diego"
Otu224	5	k__Fungi;p__Glomeromycota;unclassified;unclassified;unclassified;unclassified;unclassified;	Glomeromycota	3	Symbiotroph	Arbuscular Mycorrhizal	NULL	NULL	Highly Probable	Highly Probable	NULL	"Redecker D, et al. 2013. Mycorrhiza 23:515-531"
Otu268	5	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Chaetosphaeriales;f__Chaetosphaeriaceae;g__Cylindrotrichum;s__Cylindrotrichum_sp;	Cylindrotrichum	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:1256688"
Otu276	5	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Tremellales_fam_Incertae_sedis;g__Dioszegia;s__Dioszegia_rishiriensis;	Dioszegia	13	Saprotroph	Undefined Saprotroph	Yeast	NULL	Probable	Probable	The Dioszegia subclade sensu Inacio (Inacio et al. 20015) is characterized by orange-yellow or orange to deep orange colonies. Isolated from plant leaves and soil.	"Takashima M, et al. 2011 International Journal of Systematic and Evolutionary Microbiology 61:1736-1739"
Otu394	5	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Cordycipitaceae;g__Lecanicillium;s__Lecanicillium_fusisporum;	Lecanicillium	13	Pathotroph	Animal Pathogen	NULL	NULL	Probable	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:1256688"
Otu241	5	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;unclassified;unclassified;unclassified;	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Unassigned	NULL	
Otu205	4	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium_poae;	Fusarium poae	20	Pathotroph	Plant Pathogen	NULL	NULL	Probable	Probable	NULL	http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Otu206	4	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Tetracladium;s__Tetracladium_breve;	Tetracladium	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:1256688"
Otu209	4	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Leptosphaeriaceae;g__Leptosphaeria;s__Leptosphaeria_contecta;	Leptosphaeria	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:1256688"
Otu211	4	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Nectria;s__Nectria_pseudotrichia;	Nectria	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:1256688"
Otu214	4	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariomycetes_ord_Incertae_sedis;f__Sordariomycetes_fam_Incertae_sedis;g__Pleurotheciella;s__Pleurotheciella_uniseptata;	Pleurotheciella	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:1256688"
Otu215	4	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Dominikia;unclassified;	Glomeraceae	9	Symbiotroph	Arbuscular Mycorrhizal	NULL	NULL	Highly Probable	Highly Probable	NULL	"Redecker D, et al. 2013. Mycorrhiza 23:515-531"
Otu219	4	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Tremellales_fam_Incertae_sedis;g__Cryptococcus;unclassified;	Cryptococcus	13	Pathotroph-Saprotroph	Animal Pathogen-Saprotroph	Yeast	NULL	Highly Probable	Highly Probable	NULL	"Kurtzman CP, et al. (eds.) 2011. The Yeasts, a Taxonomic Study. Fifth Edition. Vols 1-3. Elsevier, San Diego"
Otu223	4	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium_oxysporum;	Fusarium oxysporum	20	Pathotroph-Saprotroph	Plant Pathogen-Undefined Endophyte-Wood Saprotroph	NULL	Soft Rot	Probable	Probable	Broad host range	"Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Costa IPMW, et al. 2012. Mycotaxon 119:26; http://www.apsnet.org/publications/commonnames/Pages/default.aspx"
Otu229	4	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Magnaporthales;f__Magnaporthaceae;g__Gaeumannomyces;s__Gaeumannomyces_graminis;	Gaeumannomyces	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:1256688"
Otu230	4	k__Fungi;p__Chytridiomycota;c__Chytridiomycetes;o__Olpidiales;f__Olpidiaceae;unclassified;unclassified;	Olpidiaceae	9	Pathotroph	Parasite	NULL	NULL	Probable	Probable	"Parasitic on algae, fungi, mosses, pollen grains and vegetative tissues of flowering and crop plants"	"Devasahayam HL, Henry LDC. 2009. Illustrated Plant Pathology: Basic Concepts, New India Publishing, New Delhi"
Otu270	4	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Diaporthales;f__Valsaceae;g__Valsa;unclassified;	Valsa	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:1256688"
Otu271	4	k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Sporidiobolales_fam_Incertae_sedis;g__Rhodotorula;s__Rhodotorula_pilatii;	Rhodotorula	13	Pathotroph-Saprotroph	Animal Symbiont-Undefined Saprotroph	NULL	NULL	Probable	Probable	Opportunistic human pathogen	http://www.cdc.gov
Otu359	4	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae;g__Podospora;s__Podospora_sp;	Podospora	13	Saprotroph	Dung Saprotroph-Undefined Saprotroph	NULL	NULL	Highly Probable	Highly Probable	NULL	"Bell A. 1983. Dung Fungi: An Illustrated Guide to Coprophilous Fungi in New Zealand. Victoria University Press, Wellington; Tedersoo L, et al. 2014. Science 346:1256688"
Otu220	4	k__Fungi;p__Ascomycota;c__Pezizomycotina_cls_Incertae_sedis;o__Pezizomycotina_ord_Incertae_sedis;f__Pezizomycotina_fam_Incertae_sedis;g__Pseudorobillarda;s__Pseudorobillarda_sp;	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Unassigned	NULL	
Otu225	4	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales;f__Sebacinaceae;g__Paulisebacina;s__Paulisebacina_allantoidea;	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Unassigned	NULL	
Otu247	4	k__Fungi;p__Basidiomycota;c__Agaricostilbomycetes;o__Agaricostilbales;f__unclassified_Agaricostilbales;g__unclassified_Agaricostilbales;s__Agaricostilbales_sp;	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Unassigned	NULL	
Otu226	3	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreales_fam_Incertae_sedis;g__Stachybotrys;s__Stachybotrys_chartarum;	Stachybotrys	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:1256688"
Otu227	3	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Thelonectria;s__Thelonectria_veuillotiana;	Thelonectria	13	Saprotroph	Litter Saprotroph	NULL	NULL	Highly Probable	Highly Probable	NULL	"Tedersoo L, et al. 2014. Science 346:1256688; Salgado-Salazar et al. 2013. PLoS ONE 8,e76737"
Otu228	3	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Dothioraceae;g__Aureobasidium;s__Aureobasidium_pullulans;	Aureobasidium	13	Saprotroph	Undefined Saprotroph	Facultative Yeast	NULL	Probable	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:1256688"
Otu231	3	k__Fungi;p__Basidiomycota;c__Pucciniomycetes;o__Platygloeales;f__Eocronartiaceae;g__Eocronartium;s__Eocronartium_sp;	Eocronartium	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:1256688"
Otu232	3	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Sordariaceae;g__Neurospora;s__Neurospora_terricola;	Neurospora	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:1256688"
Otu235	3	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Dothioraceae;g__Selenophoma;s__Selenophoma_mahoniae;	Selenophoma	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:1256688"
Otu236	3	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Diversisporales;f__Acaulosporaceae;g__Acaulospora;unclassified;	Acaulospora	13	Symbiotroph	Arbuscular Mycorrhizal	NULL	NULL	Highly Probable	Highly Probable	NULL	"Redecker D, et al. 2013. Mycorrhiza 23:515-531"
Otu238	3	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomus;s__Glomus_indicum;	Glomeraceae	9	Symbiotroph	Arbuscular Mycorrhizal	NULL	NULL	Highly Probable	Highly Probable	NULL	"Redecker D, et al. 2013. Mycorrhiza 23:515-531"
Otu240	3	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Bionectriaceae;g__Lasionectria;s__Lasionectria_marigotensis;	Lasionectria	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:1256688"
Otu242	3	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Phialophora;s__Phialophora_cyclaminis;	Phialophora	13	Symbiotroph	Undefined Endophyte	Dark Septate Endophyte-Facultative Yeast	NULL	Probable	Probable	Known from plant roots.	"Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45; http://mycorrhizas.info/ecmf.html"
Otu243	3	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Montagnulaceae;g__Paraphaeosphaeria;unclassified;	Paraphaeosphaeria	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:1256688"
Otu245	3	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Leotiomycetes_ord_Incertae_sedis;f__Leotiomycetes_fam_Incertae_sedis;g__Leohumicola;unclassified;	Leohumicola	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:1256688"
Otu246	3	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreomycetidae_ord_Incertae_sedis;f__Plectosphaerellaceae;g__Gibellulopsis;s__Gibellulopsis_nigrescens;	Gibellulopsis	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:1256688"
Otu252	3	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Atheliales;f__Atheliaceae;g__Athelia;s__Athelia_epiphylla;	Athelia	13	Symbiotroph	Lichenized	Thallus	NULL	Possible	Possible	Lichenized and non-lichenized taxa	Esslinger TL. 2014. North Dakota State University (http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)
Otu263	3	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae;g__Podospora;s__Podospora_cochleariformis;	Podospora	13	Saprotroph	Dung Saprotroph-Undefined Saprotroph	NULL	NULL	Highly Probable	Highly Probable	NULL	"Bell A. 1983. Dung Fungi: An Illustrated Guide to Coprophilous Fungi in New Zealand. Victoria University Press, Wellington; Tedersoo L, et al. 2014. Science 346:1256688"
Otu266	3	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Tremellales_fam_Incertae_sedis;g__Tremella;unclassified;	Tremella	13	Pathotroph-Symbiotroph	Mycoparasite	Facultative Yeast	NULL	Probable	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:1256688"
